15169,Госпиталь (14; 27; 28),ГОСПИТАЛЬ,trolleybus,59.8795234,30.461401
15170,Улица Козлова (20; 29; 37),УЛИЦА КОЗЛОВА,trolleybus,59.83506269,30.2233715
15171,Новоизмайловский проспект; 79 (17),НОВОИЗМАЙЛОВСКИЙ ПРОСПЕКТ; 79,trolleybus,59.85640357,30.3048019
15173,Дальневосточный проспект (14; 27; 28),ДАЛЬНЕВОСТОЧНЫЙ ПРОСПЕКТ,trolleybus,59.88200827,30.4711895
15174,Торговый центр (20; 29; 37),ТОРГОВЫЙ ЦЕНТР,trolleybus,59.83789406,30.2323513
15175,Площадь Конституции (17),ПЛОЩАДЬ КОНСТИТУЦИИ,trolleybus,59.85340226,30.3046989
15177,Правобережные бани (14; 27; 28),ПРАВОБЕРЕЖНЫЕ БАНИ,trolleybus,59.88365332,30.4799099
15178,Краснопутиловская улица (17),КРАСНОПУТИЛОВСКАЯ УЛИЦА,trolleybus,59.85040412,30.3077011
15181,Варшавская улица (17),ВАРШАВСКАЯ УЛИЦА,trolleybus,59.84800266,30.3122025
15182,Проспект Большевиков (14; 27; 28),ПРОСПЕКТ БОЛЬШЕВИКОВ,trolleybus,59.8844621,30.4858704
